,SENT_ID,TOKEN_ID,TOKEN,TOKEN_ORIGIN,TARGET_TYPE1,ARG1,TARGET_TYPE2,ARG2,TARGET_TYPE3,ARG3,TARGET_TYPE4,ARG4
7002,292,37,특정후보자의,_,_,O,-,-,-,-,-,-
7003,292,38,이름을,_,_,O,-,-,-,-,-,-
7004,292,39,가두선전하거나,_,_,O,-,-,-,-,-,-
7005,292,40,확성기로,_,_,O,-,-,-,-,-,-
7006,292,41,연호할,_,_,O,-,-,-,-,-,-
7007,292,42,수,_,_,O,-,-,-,-,-,-
7008,292,43,없도록,_,_,O,-,-,-,-,-,-
7009,292,44,한다는,_,_,O,-,-,-,-,-,-
7010,292,45,것,_,_,O,-,-,-,-,-,-
7011,292,46,등,_,_,O,-,-,-,-,-,-
7012,292,47,3,_,_,O,-,-,-,-,-,-
7013,292,48,개항에,_,_,O,-,-,-,-,-,-
7014,292,49,대해서는,_,_,O,-,-,-,-,-,-
7015,292,50,의견이,_,_,O,-,-,-,-,-,-
7016,292,51,엇갈려,_,_,O,-,-,-,-,-,-
7017,292,52,15,_,_,O,-,-,-,-,-,-
7018,292,53,일,_,_,O,-,-,-,-,-,-
7019,292,54,재협의키로,_,_,O,-,-,-,-,-,-
7020,292,55,했다.,_,_,O,-,-,-,-,-,-
7021,293,0,대만이,_,_,B-Behavior,B-Defender,-,-,-,-,-
7022,293,1,중국의,_,_,I-Behavior,B-Enemy,-,-,-,-,-
7023,293,2,군사력에,_,_,I-Behavior,I-Enemy,-,-,-,-,-
7024,293,3,대항하기,대항하다.v,Repel,I-Behavior,V,-,-,-,-,-
7025,293,4,위해,_,_,I-Behavior,O,-,-,-,-,-
7026,293,5,미국측에,_,_,I-Behavior,O,-,-,-,-,-
7027,293,6,첨단,_,_,I-Behavior,O,-,-,-,-,-
7028,293,7,방어용,_,_,I-Behavior,O,-,-,-,-,-
7029,293,8,무기를,_,_,I-Behavior,O,-,-,-,-,-
7030,293,9,판매하도록,_,_,I-Behavior,O,-,-,-,-,-
7031,293,10,압력을,_,_,I-Behavior,O,-,-,-,-,-
7032,293,11,넣고,_,_,I-Behavior,O,-,-,-,-,-
7033,293,12,있으며,_,_,I-Behavior,O,-,-,-,-,-
7034,293,13,클린턴,_,_,I-Behavior,O,-,-,-,-,-
7035,293,14,행정부가,_,_,I-Behavior,O,-,-,-,-,-
7036,293,15,이,_,_,I-Behavior,O,-,-,-,-,-
7037,293,16,때문에,_,_,I-Behavior,O,-,-,-,-,-
7038,293,17,심각한,_,_,I-Behavior,O,-,-,-,-,-
7039,293,18,정치적,_,_,I-Behavior,O,-,-,-,-,-
7040,293,19,곤경에,_,_,I-Behavior,O,-,-,-,-,-
7041,293,20,빠져,_,_,I-Behavior,O,-,-,-,-,-
7042,293,21,있다고,_,_,I-Behavior,O,-,-,-,-,-
7043,293,22,뉴욕타임스가,_,_,B-Informer,O,-,-,-,-,-
7044,293,23,1,_,_,B-Time,O,-,-,-,-,-
7045,293,24,일,_,_,I-Time,O,-,-,-,-,-
7046,293,25,보도했다.,보도하다.v,Reporting,V,O,-,-,-,-,-
7047,294,0,한나라당은,_,_,O,B-Reason,-,-,-,-,-
7048,294,1,이와,_,_,O,I-Reason,-,-,-,-,-
7049,294,2,함께,_,_,O,I-Reason,-,-,-,-,-
7050,294,3,여권이,_,_,B-Perpetrator,I-Reason,-,-,-,-,-
7051,294,4,"금권,",_,_,B-Crime,I-Reason,-,-,-,-,-
7052,294,5,관권선거,_,_,I-Crime,I-Reason,-,-,-,-,-
7053,294,6,등,_,_,I-Crime,I-Reason,-,-,-,-,-
7054,294,7,부정선거를,_,_,I-Crime,I-Reason,-,-,-,-,-
7055,294,8,자행하려는,자행하다.v,Committing_crime,V,I-Reason,-,-,-,-,-
7056,294,9,의도를,_,_,O,I-Reason,-,-,-,-,-
7057,294,10,노골화하고,_,_,O,I-Reason,-,-,-,-,-
7058,294,11,있다고,_,_,O,I-Reason,-,-,-,-,-
7059,294,12,비난하면서,비난하다.v,Judgment,O,V,-,-,-,-,-
7060,294,13,일부,_,_,O,O,-,-,-,-,-
7061,294,14,사례를,_,_,O,O,-,-,-,-,-
7062,294,15,공개하는,_,_,O,O,-,-,-,-,-
7063,294,16,"한편,",_,_,O,O,-,-,-,-,-
7064,294,17,`힘,_,_,O,O,-,-,-,-,-
7065,294,18,있는,_,_,O,O,-,-,-,-,-
7066,294,19,권력핵심,_,_,O,O,-,-,-,-,-
7067,294,20,요직은,_,_,O,O,-,-,-,-,-
7068,294,21,호남출신이,_,_,O,O,-,-,-,-,-
7069,294,22,독점하고,_,_,O,O,-,-,-,-,-
7070,294,23,있다'며,_,_,O,O,-,-,-,-,-
7071,294,24,지역편중인사,_,_,O,O,-,-,-,-,-
7072,294,25,문제를,_,_,O,O,-,-,-,-,-
7073,294,26,계속,_,_,O,O,-,-,-,-,-
7074,294,27,거론했다.,_,_,O,O,-,-,-,-,-
7075,295,0,러시아는,_,_,B-Protester,O,O,-,-,-,-
7076,295,1,지난해,_,_,B-Time,O,O,-,-,-,-
7077,295,2,나토의,_,_,B-Issue,O,O,-,-,-,-
7078,295,3,유고슬라비아,_,_,I-Issue,O,O,-,-,-,-
7079,295,4,공습에,_,_,I-Issue,O,O,-,-,-,-
7080,295,5,항의해,항의하다.v,Protest,V,O,O,-,-,-,-
7081,295,6,나토와의,_,_,O,O,B-Process,-,-,-,-
7082,295,7,동반,_,_,O,O,I-Process,-,-,-,-
7083,295,8,협력,_,_,O,O,I-Process,-,-,-,-
7084,295,9,관계를,_,_,O,O,I-Process,-,-,-,-
7085,295,10,사실상,_,_,O,O,O,-,-,-,-
7086,295,11,전면,_,_,O,O,O,-,-,-,-
7087,295,12,중단했으나,중단하다.v,Process_stop,O,O,V,-,-,-,-
7088,295,13,지난달,_,_,O,B-Time,O,-,-,-,-
7089,295,14,로버트슨,_,_,O,B-Cause,O,-,-,-,-
7090,295,15,사무총장의,_,_,O,I-Cause,O,-,-,-,-
7091,295,16,모스크바,_,_,O,I-Cause,O,-,-,-,-
7092,295,17,방문을,_,_,O,I-Cause,O,-,-,-,-
7093,295,18,계기로,_,_,O,I-Cause,O,-,-,-,-
7094,295,19,화해,_,_,O,B-Created_entity,O,-,-,-,-
7095,295,20,분위기가,_,_,O,I-Created_entity,O,-,-,-,-
7096,295,21,조성되고,조성하다.v,Creating,O,V,O,-,-,-,-
7097,295,22,있다.,_,_,O,O,O,-,-,-,-
7098,296,0,ISR는,_,_,O,O,O,-,-,-,-
7099,296,1,지난,_,_,B-Time,O,O,-,-,-,-
7100,296,2,98,_,_,I-Time,O,O,-,-,-,-
7101,296,3,년,_,_,I-Time,O,O,-,-,-,-
7102,296,4,8,_,_,I-Time,O,O,-,-,-,-
7103,296,5,월,_,_,I-Time,O,O,-,-,-,-
7104,296,6,등록된,등록하다.v,Becoming_a_member,V,O,O,-,-,-,-
7105,296,7,아시아계,_,_,B-New_member,O,O,-,-,-,-
7106,296,8,첫,_,_,I-New_member,O,O,-,-,-,-
7107,296,9,싱크탱크로,_,_,I-New_member,O,O,-,-,-,-
7108,296,10,미국,_,_,O,B-New_member,O,-,-,-,-
7109,296,11,사회,_,_,O,I-New_member,O,-,-,-,-
7110,296,12,각계에서,_,_,O,I-New_member,O,-,-,-,-
7111,296,13,활동하는,_,_,O,I-New_member,O,-,-,-,-
7112,296,14,교포,_,_,O,I-New_member,O,-,-,-,-
7113,296,15,및,_,_,O,I-New_member,O,-,-,-,-
7114,296,16,미국의,_,_,O,I-New_member,O,-,-,-,-
7115,296,17,지한파,_,_,O,I-New_member,O,-,-,-,-
7116,296,18,인사들이,_,_,O,I-New_member,O,-,-,-,-
7117,296,19,이,_,_,O,B-Group,O,-,-,-,-
7118,296,20,단체의,_,_,O,I-Group,O,-,-,-,-
7119,296,21,회원으로,_,_,O,I-Group,O,-,-,-,-
7120,296,22,가입하고,가입하다.v,Becoming_a_member,O,V,O,-,-,-,-
7121,296,23,있으며,_,_,O,O,O,-,-,-,-
7122,296,24,지난해,_,_,O,O,B-Time,-,-,-,-
7123,296,25,335,_,_,O,O,B-Theme,-,-,-,-
7124,296,26,만달러,_,_,O,O,I-Theme,-,-,-,-
7125,296,27,상당의,_,_,O,O,I-Theme,-,-,-,-
7126,296,28,의약품을,_,_,O,O,I-Theme,-,-,-,-
7127,296,29,북한에,_,_,O,O,B-Recipient,-,-,-,-
7128,296,30,보내는,보내다.v,Sending,O,O,V,-,-,-,-
7129,296,31,등,_,_,O,O,O,-,-,-,-
7130,296,32,북-미간의,_,_,O,O,O,-,-,-,-
7131,296,33,화해를,_,_,O,O,O,-,-,-,-
7132,296,34,위해,_,_,O,O,O,-,-,-,-
7133,296,35,노력하고,_,_,O,O,O,-,-,-,-
7134,296,36,있다.,_,_,O,O,O,-,-,-,-
7135,297,0,지난,_,_,O,-,-,-,-,-,-
7136,297,1,주말부터,_,_,O,-,-,-,-,-,-
7137,297,2,범람,_,_,O,-,-,-,-,-,-
7138,297,3,수위가,_,_,O,-,-,-,-,-,-
7139,297,4,낮아지면서,_,_,O,-,-,-,-,-,-
7140,297,5,익사체들이,_,_,B-Phenomenon,-,-,-,-,-,-
7141,297,6,속속,_,_,O,-,-,-,-,-,-
7142,297,7,발견돼,발견하다.v,Becoming_aware,V,-,-,-,-,-,-
7143,297,8,지금까지의,_,_,O,-,-,-,-,-,-
7144,297,9,사망자만도,_,_,O,-,-,-,-,-,-
7145,297,10,수천명에,_,_,O,-,-,-,-,-,-
7146,297,11,달하는,_,_,O,-,-,-,-,-,-
7147,297,12,데다,_,_,O,-,-,-,-,-,-
7148,297,13,말라리아와,_,_,O,-,-,-,-,-,-
7149,297,14,콜레라,_,_,O,-,-,-,-,-,-
7150,297,15,등,_,_,O,-,-,-,-,-,-
7151,297,16,전염병마저,_,_,O,-,-,-,-,-,-
7152,297,17,창궐하고,_,_,O,-,-,-,-,-,-
7153,297,18,있는,_,_,O,-,-,-,-,-,-
7154,297,19,상황이어서,_,_,O,-,-,-,-,-,-
7155,297,20,이번,_,_,O,-,-,-,-,-,-
7156,297,21,물난리의,_,_,O,-,-,-,-,-,-
7157,297,22,피해는,_,_,O,-,-,-,-,-,-
7158,297,23,더욱,_,_,O,-,-,-,-,-,-
7159,297,24,더,_,_,O,-,-,-,-,-,-
7160,297,25,커질,_,_,O,-,-,-,-,-,-
7161,297,26,위험에,_,_,O,-,-,-,-,-,-
7162,297,27,처해,_,_,O,-,-,-,-,-,-
7163,297,28,있다.,_,_,O,-,-,-,-,-,-
7164,298,0,그는,_,_,B-Topic,-,-,-,-,-,-
7165,298,1,또,_,_,I-Topic,-,-,-,-,-,-
7166,298,2,미,_,_,I-Topic,-,-,-,-,-,-
7167,298,3,공군은,_,_,I-Topic,-,-,-,-,-,-
7168,298,4,25,_,_,I-Topic,-,-,-,-,-,-
7169,298,5,년,_,_,I-Topic,-,-,-,-,-,-
7170,298,6,동안,_,_,I-Topic,-,-,-,-,-,-
7171,298,7,계속되는,_,_,I-Topic,-,-,-,-,-,-
7172,298,8,이,_,_,I-Topic,-,-,-,-,-,-
7173,298,9,연구과정에,_,_,I-Topic,-,-,-,-,-,-
7174,298,10,대한,_,_,I-Topic,-,-,-,-,-,-
7175,298,11,정보를,_,_,I-Topic,-,-,-,-,-,-
7176,298,12,주기적으로,_,_,I-Topic,-,-,-,-,-,-
7177,298,13,공표해야,_,_,I-Topic,-,-,-,-,-,-
7178,298,14,함에도,_,_,I-Topic,-,-,-,-,-,-
7179,298,15,불구하고,_,_,I-Topic,-,-,-,-,-,-
7180,298,16,과학자들이나,_,_,I-Topic,-,-,-,-,-,-
7181,298,17,참전,_,_,I-Topic,-,-,-,-,-,-
7182,298,18,군인들에게,_,_,I-Topic,-,-,-,-,-,-
7183,298,19,유용한,_,_,I-Topic,-,-,-,-,-,-
7184,298,20,조사결과,_,_,I-Topic,-,-,-,-,-,-
7185,298,21,중,_,_,I-Topic,-,-,-,-,-,-
7186,298,22,일부만을,_,_,I-Topic,-,-,-,-,-,-
7187,298,23,공개했다고,_,_,I-Topic,-,-,-,-,-,-
7188,298,24,비판했다.,비판하다.v,Judgment_communication,V,-,-,-,-,-,-
7189,299,0,7,_,_,O,O,O,-,-,-,-
7190,299,1,일,_,_,O,O,O,-,-,-,-
7191,299,2,늦게,_,_,O,O,O,-,-,-,-
7192,299,3,구사우에,_,_,O,O,O,-,-,-,-
7193,299,4,도착한,_,_,O,O,O,-,-,-,-
7194,299,5,한,_,_,O,O,O,-,-,-,-
7195,299,6,나이지리아,_,_,O,O,O,-,-,-,-
7196,299,7,기자는,_,_,O,O,O,-,-,-,-
7197,299,8,이날,_,_,O,O,O,-,-,-,-
7198,299,9,충돌이,_,_,O,O,O,-,-,-,-
7199,299,10,이슬람교도인,_,_,O,O,O,-,-,-,-
7200,299,11,학생들이,_,_,O,O,O,-,-,-,-
7201,299,12,이슬람의,_,_,O,O,B-Rule,-,-,-,-
7202,299,13,샤리아법을,_,_,O,O,I-Rule,-,-,-,-
7203,299,14,이,_,_,O,O,B-Place,-,-,-,-
7204,299,15,시에서,_,_,O,O,I-Place,-,-,-,-
7205,299,16,시행할,시행하다.v,Enforcing,O,O,V,-,-,-,-
7206,299,17,것을,_,_,O,O,O,-,-,-,-
7207,299,18,요구하는,_,_,O,O,O,-,-,-,-
7208,299,19,데모를,_,_,O,O,O,-,-,-,-
7209,299,20,벌이면서,_,_,O,O,O,-,-,-,-
7210,299,21,발생했다면서,_,_,O,O,O,-,-,-,-
7211,299,22,당국이,_,_,O,O,O,-,-,-,-
7212,299,23,캠퍼스를,_,_,O,O,O,-,-,-,-
7213,299,24,폐쇄했으며,_,_,O,O,O,-,-,-,-
7214,299,25,데모는,_,_,B-Theme,O,O,-,-,-,-
7215,299,26,도시전역으로,_,_,B-Place,O,O,-,-,-,-
7216,299,27,번져,번지다.v,Filling,V,O,O,-,-,-,-
7217,299,28,수천명의,_,_,O,O,O,-,-,-,-
7218,299,29,기독교인들이,_,_,O,O,O,-,-,-,-
7219,299,30,겁에,_,_,O,B-Expressor,O,-,-,-,-
7220,299,31,질린,질리다.v,Experiencer_focus,O,V,O,-,-,-,-
7221,299,32,나머지,_,_,O,O,O,-,-,-,-
7222,299,33,경찰서와,_,_,O,O,O,-,-,-,-
7223,299,34,군,_,_,O,O,O,-,-,-,-
7224,299,35,병영등으로,_,_,O,O,O,-,-,-,-
7225,299,36,피신했다고,_,_,O,O,O,-,-,-,-
7226,299,37,말했다.,_,_,O,O,O,-,-,-,-
7227,300,0,검찰측은,_,_,O,O,-,-,-,-,-
7228,300,1,당시,_,_,O,B-Time,-,-,-,-,-
7229,300,2,슈워츠가,_,_,O,B-Authorities,-,-,-,-,-
7230,300,3,루이마를,_,_,O,B-Suspect,-,-,-,-,-
7231,300,4,바닥에서,_,_,O,B-Place,-,-,-,-,-
7232,300,5,일어나지,_,_,O,O,-,-,-,-,-
7233,300,6,못하도록,_,_,O,O,-,-,-,-,-
7234,300,7,붙잡았으며,붙잡다.v,Arrest,O,V,-,-,-,-,-
7235,300,8,위즈와,_,_,O,O,-,-,-,-,-
7236,300,9,브루더는,_,_,O,O,-,-,-,-,-
7237,300,10,슈워츠와,_,_,O,O,-,-,-,-,-
7238,300,11,사전,_,_,O,O,-,-,-,-,-
7239,300,12,공모해,_,_,O,O,-,-,-,-,-
7240,300,13,슈워츠의,_,_,O,O,-,-,-,-,-
7241,300,14,고문,_,_,O,O,-,-,-,-,-
7242,300,15,가담,_,_,O,O,-,-,-,-,-
7243,300,16,사실을,_,_,O,O,-,-,-,-,-
7244,300,17,은폐하려,_,_,O,O,-,-,-,-,-
7245,300,18,했다면서,_,_,O,O,-,-,-,-,-
7246,300,19,이들의,_,_,B-Proposition,O,-,-,-,-,-
7247,300,20,전화통화,_,_,I-Proposition,O,-,-,-,-,-
7248,300,21,기록을,_,_,I-Proposition,O,-,-,-,-,-
7249,300,22,증거로,_,_,B-Support,O,-,-,-,-,-
7250,300,23,제시했다.,제시하다.v,Evidence,V,O,-,-,-,-,-
7251,301,0,사에키,_,_,B-Owner,-,-,-,-,-,-
7252,301,1,사장은,_,_,I-Owner,-,-,-,-,-,-
7253,301,2,도쿄에서,_,_,B-Place,-,-,-,-,-,-
7254,301,3,가진,_,_,I-Place,-,-,-,-,-,-
7255,301,4,외신기자,_,_,I-Place,-,-,-,-,-,-
7256,301,5,오찬,_,_,I-Place,-,-,-,-,-,-
7257,301,6,간담회에서,_,_,I-Place,-,-,-,-,-,-
7258,301,7,"""TSE라는",_,_,O,-,-,-,-,-,-
7259,301,8,하나의,_,_,O,-,-,-,-,-,-
7260,301,9,증권시장이,_,_,O,-,-,-,-,-,-
7261,301,10,주식거래의,_,_,O,-,-,-,-,-,-
7262,301,11,97,_,_,O,-,-,-,-,-,-
7263,301,12,퍼센트를,_,_,O,-,-,-,-,-,-
7264,301,13,점유하고,점유하다.v,Possession,V,-,-,-,-,-,-
7265,301,14,있는,_,_,O,-,-,-,-,-,-
7266,301,15,것은,_,_,O,-,-,-,-,-,-
7267,301,16,"비정상적""이라고",_,_,O,-,-,-,-,-,-
7268,301,17,지적하고,_,_,O,-,-,-,-,-,-
7269,301,18,"""나스닥저팬은",_,_,O,-,-,-,-,-,-
7270,301,19,국가와,_,_,O,-,-,-,-,-,-
7271,301,20,증권시장에,_,_,O,-,-,-,-,-,-
7272,301,21,진정한,_,_,O,-,-,-,-,-,-
7273,301,22,자극제가,_,_,O,-,-,-,-,-,-
7274,301,23,될,_,_,O,-,-,-,-,-,-
7275,301,24,"것""이라고",_,_,O,-,-,-,-,-,-
7276,301,25,말했다.,_,_,O,-,-,-,-,-,-
7277,302,0,마포을지구당,_,_,B-Donor,-,-,-,-,-,-
7278,302,1,황수관,_,_,I-Donor,-,-,-,-,-,-
7279,302,2,위원장도,_,_,I-Donor,-,-,-,-,-,-
7280,302,3,`5,_,_,B-Theme,-,-,-,-,-,-
7281,302,4,천만원을,_,_,I-Theme,-,-,-,-,-,-
7282,302,5,주고,주다.v,Giving,V,-,-,-,-,-,-
7283,302,6,한나라당,_,_,O,-,-,-,-,-,-
7284,302,7,사무국장을,_,_,O,-,-,-,-,-,-
7285,302,8,매수했다'는,_,_,O,-,-,-,-,-,-
7286,302,9,흑색선전을,_,_,O,-,-,-,-,-,-
7287,302,10,유포한,_,_,O,-,-,-,-,-,-
7288,302,11,혐의로,_,_,O,-,-,-,-,-,-
7289,302,12,한나라당,_,_,O,-,-,-,-,-,-
7290,302,13,관계자들을,_,_,O,-,-,-,-,-,-
7291,302,14,고발할,_,_,O,-,-,-,-,-,-
7292,302,15,방침이라고,_,_,O,-,-,-,-,-,-
7293,302,16,밝혔다.,_,_,O,-,-,-,-,-,-
7294,303,0,만약,_,_,O,-,-,-,-,-,-
7295,303,1,스트로,_,_,O,-,-,-,-,-,-
7296,303,2,장관이,_,_,O,-,-,-,-,-,-
7297,303,3,피노체트의,_,_,O,-,-,-,-,-,-
7298,303,4,석방을,_,_,O,-,-,-,-,-,-
7299,303,5,결정할,_,_,O,-,-,-,-,-,-
7300,303,6,경우,_,_,O,-,-,-,-,-,-
7301,303,7,이에,_,_,O,-,-,-,-,-,-
7302,303,8,대한,_,_,O,-,-,-,-,-,-
7303,303,9,항소가,_,_,O,-,-,-,-,-,-
7304,303,10,다시,_,_,O,-,-,-,-,-,-
7305,303,11,가능하나,_,_,O,-,-,-,-,-,-
7306,303,12,인도문제의,_,_,O,-,-,-,-,-,-
7307,303,13,경우,_,_,O,-,-,-,-,-,-
7308,303,14,내무장관이,_,_,O,-,-,-,-,-,-
7309,303,15,광범한,_,_,O,-,-,-,-,-,-
7310,303,16,재량권을,_,_,O,-,-,-,-,-,-
7311,303,17,갖고,_,_,O,-,-,-,-,-,-
7312,303,18,있어,_,_,O,-,-,-,-,-,-
7313,303,19,성공할,성공하다.v,Success_or_failure,V,-,-,-,-,-,-
7314,303,20,가능성이,_,_,O,-,-,-,-,-,-
7315,303,21,많지,_,_,B-Manner,-,-,-,-,-,-
7316,303,22,않다.,_,_,I-Manner,-,-,-,-,-,-
7317,304,0,김씨는,_,_,B-Suspect,-,-,-,-,-,-
7318,304,1,지난,_,_,B-Time,-,-,-,-,-,-
7319,304,2,96,_,_,I-Time,-,-,-,-,-,-
7320,304,3,년,_,_,I-Time,-,-,-,-,-,-
7321,304,4,9,_,_,I-Time,-,-,-,-,-,-
7322,304,5,월,_,_,I-Time,-,-,-,-,-,-
7323,304,6,한국에,_,_,B-Charges,-,-,-,-,-,-
7324,304,7,미국,_,_,I-Charges,-,-,-,-,-,-
7325,304,8,국방기밀을,_,_,I-Charges,-,-,-,-,-,-
7326,304,9,누설한,_,_,I-Charges,-,-,-,-,-,-
7327,304,10,혐의로,_,_,I-Charges,-,-,-,-,-,-
7328,304,11,체포돼,체포하다.v,Arrest,V,-,-,-,-,-,-
7329,304,12,97,_,_,O,-,-,-,-,-,-
7330,304,13,년,_,_,O,-,-,-,-,-,-
7331,304,14,7,_,_,O,-,-,-,-,-,-
7332,304,15,월,_,_,O,-,-,-,-,-,-
7333,304,16,국방기밀취득,_,_,O,-,-,-,-,-,-
7334,304,17,공모죄로,_,_,O,-,-,-,-,-,-
7335,304,18,징역,_,_,O,-,-,-,-,-,-
7336,304,19,9,_,_,O,-,-,-,-,-,-
7337,304,20,년,_,_,O,-,-,-,-,-,-
7338,304,21,및,_,_,O,-,-,-,-,-,-
7339,304,22,보호관찰,_,_,O,-,-,-,-,-,-
7340,304,23,3,_,_,O,-,-,-,-,-,-
7341,304,24,년을,_,_,O,-,-,-,-,-,-
7342,304,25,선고받았으나,_,_,O,-,-,-,-,-,-
7343,304,26,재판과정에서,_,_,O,-,-,-,-,-,-
7344,304,27,변호인의,_,_,O,-,-,-,-,-,-
7345,304,28,도움을,_,_,O,-,-,-,-,-,-
7346,304,29,제대로,_,_,O,-,-,-,-,-,-
7347,304,30,받지,_,_,O,-,-,-,-,-,-
7348,304,31,못해,_,_,O,-,-,-,-,-,-
7349,304,32,유죄인정,_,_,O,-,-,-,-,-,-
7350,304,33,감형조치에도,_,_,O,-,-,-,-,-,-
7351,304,34,불구하고,_,_,O,-,-,-,-,-,-
7352,304,35,높은,_,_,O,-,-,-,-,-,-
7353,304,36,형량을,_,_,O,-,-,-,-,-,-
7354,304,37,받았다고,_,_,O,-,-,-,-,-,-
7355,304,38,주장하고,_,_,O,-,-,-,-,-,-
7356,304,39,있다.,_,_,O,-,-,-,-,-,-
7357,305,0,양측의,_,_,B-Event,-,-,-,-,-,-
7358,305,1,테러회담에는,_,_,I-Event,-,-,-,-,-,-
7359,305,2,김부상이,_,_,B-Participant_1,-,-,-,-,-,-
7360,305,3,그대로,_,_,B-Manner,-,-,-,-,-,-
7361,305,4,수석대표로,_,_,B-Manner,-,-,-,-,-,-
7362,305,5,참여하고,참여하다.v,Participation,V,-,-,-,-,-,-
7363,305,6,미측에서는,_,_,O,-,-,-,-,-,-
7364,305,7,마이클,_,_,O,-,-,-,-,-,-
7365,305,8,쉬언,_,_,O,-,-,-,-,-,-
7366,305,9,국무부,_,_,O,-,-,-,-,-,-
7367,305,10,테러대책,_,_,O,-,-,-,-,-,-
7368,305,11,조정관이,_,_,O,-,-,-,-,-,-
7369,305,12,수석대표로,_,_,O,-,-,-,-,-,-
7370,305,13,참석할,_,_,O,-,-,-,-,-,-
7371,305,14,것으로,_,_,O,-,-,-,-,-,-
7372,305,15,전해졌다.,_,_,O,-,-,-,-,-,-
7373,306,0,이날,_,_,B-Aggregate,B-Place,-,-,-,-,-
7374,306,1,회담에서는,_,_,I-Aggregate,I-Place,-,-,-,-,-
7375,306,2,또,_,_,I-Aggregate,O,-,-,-,-,-
7376,306,3,한국의,_,_,I-Aggregate,B-Goal,-,-,-,-,-
7377,306,4,사회간접자본(SOC),_,_,I-Aggregate,I-Goal,-,-,-,-,-
7378,306,5,건설을,_,_,I-Aggregate,I-Goal,-,-,-,-,-
7379,306,6,위해,위하다.v,Purpose,I-Aggregate,V,-,-,-,-,-
7380,306,7,프랑스가,_,_,I-Aggregate,O,-,-,-,-,-
7381,306,8,적극,_,_,I-Aggregate,O,-,-,-,-,-
7382,306,9,투자한다는,_,_,I-Aggregate,O,-,-,-,-,-
7383,306,10,데,_,_,I-Aggregate,O,-,-,-,-,-
7384,306,11,의견을,_,_,B-Individuals,O,-,-,-,-,-
7385,306,12,모았다.,모으다.v,Gathering_up,V,O,-,-,-,-,-
7386,307,0,이,_,_,O,-,-,-,-,-,-
7387,307,1,방송은,_,_,O,-,-,-,-,-,-
7388,307,2,바라크,_,_,B-Actor,-,-,-,-,-,-
7389,307,3,총리가,_,_,I-Actor,-,-,-,-,-,-
7390,307,4,팔레스타인측을,_,_,B-Affected,-,-,-,-,-,-
7391,307,5,협상,_,_,B-Place,-,-,-,-,-,-
7392,307,6,테이블로,_,_,I-Place,-,-,-,-,-,-
7393,307,7,다시,_,_,B-Manner,-,-,-,-,-,-
7394,307,8,유도하기,유도하다.v,Causation,V,-,-,-,-,-,-
7395,307,9,위해,_,_,O,-,-,-,-,-,-
7396,307,10,일련의,_,_,O,-,-,-,-,-,-
7397,307,11,`신뢰구축,_,_,O,-,-,-,-,-,-
7398,307,12,조치들'을,_,_,O,-,-,-,-,-,-
7399,307,13,제시할,_,_,O,-,-,-,-,-,-
7400,307,14,것이라고,_,_,O,-,-,-,-,-,-
7401,307,15,전했다.,_,_,O,-,-,-,-,-,-
7402,308,0,미,_,_,O,-,-,-,-,-,-
7403,308,1,육군,_,_,O,-,-,-,-,-,-
7404,308,2,대변인,_,_,O,-,-,-,-,-,-
7405,308,3,에드윈,_,_,O,-,-,-,-,-,-
7406,308,4,베이거,_,_,O,-,-,-,-,-,-
7407,308,5,대령은,_,_,O,-,-,-,-,-,-
7408,308,6,에릭,_,_,O,-,-,-,-,-,-
7409,308,7,신세키,_,_,O,-,-,-,-,-,-
7410,308,8,육군참모총장이,_,_,O,-,-,-,-,-,-
7411,308,9,오는,_,_,O,-,-,-,-,-,-
7412,308,10,7,_,_,O,-,-,-,-,-,-
7413,308,11,일,_,_,O,-,-,-,-,-,-
7414,308,12,주방위군사령관인,_,_,B-Agent,-,-,-,-,-,-
7415,308,13,로저,_,_,I-Agent,-,-,-,-,-,-
7416,308,14,슐츠,_,_,I-Agent,-,-,-,-,-,-
7417,308,15,소장과,_,_,I-Agent,-,-,-,-,-,-
7418,308,16,예비군사령관인,_,_,I-Agent,-,-,-,-,-,-
7419,308,17,토머스,_,_,I-Agent,-,-,-,-,-,-
7420,308,18,플루즈,_,_,I-Agent,-,-,-,-,-,-
7421,308,19,중장이,_,_,I-Agent,-,-,-,-,-,-
7422,308,20,참석한,참석하다.v,Attending,V,-,-,-,-,-,-
7423,308,21,가운데,_,_,O,-,-,-,-,-,-
7424,308,22,열리는,_,_,O,-,-,-,-,-,-
7425,308,23,보스니아,_,_,O,-,-,-,-,-,-
7426,308,24,주둔군,_,_,O,-,-,-,-,-,-
7427,308,25,교체식에서,_,_,O,-,-,-,-,-,-
7428,308,26,정식으로,_,_,O,-,-,-,-,-,-
7429,308,27,이러한,_,_,O,-,-,-,-,-,-
7430,308,28,방침을,_,_,O,-,-,-,-,-,-
7431,308,29,밝힐,_,_,O,-,-,-,-,-,-
7432,308,30,것이라고,_,_,O,-,-,-,-,-,-
7433,308,31,말했다.,_,_,O,-,-,-,-,-,-
7434,309,0,데이콤은,_,_,O,O,B-Agent,-,-,-,-
7435,309,1,6,_,_,B-Event,B-Scheduled_time,B-Rule,-,-,-,-
7436,309,2,일,_,_,I-Event,I-Scheduled_time,I-Rule,-,-,-,-
7437,309,3,열린,_,_,I-Event,I-Scheduled_time,I-Rule,-,-,-,-
